Year,County,Hospital,Hospital ID,Performance Measure,Total Statewide CABG Cases,Total Statewide CABG Cases for Performance Measure Reporting,Statewide Adverse Events,Statewide Adverse Events Rate (%),Total Hospital CABG Cases,Total Hospital CABG Cases for Performance Measure Reporting,Hospital Adverse Events,Hospital Observed Adverse Events Rate (%),Hospital Expected Adverse Events Rate (%),"Hospital Risk-Adjusted Adverse Events Rate (%,RAAER)",Hospital Lower 95% CI for RAAER,Hospital Upper 95% CI for RAAER,Performance Rating,Longitude,Latitude
2019-2020,Kern,Bakersfield Heart Hospital,106154101,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,179,162,0,0.00,1.34,0.00,0.00,2.70,Average,-119.04,35.39
2019-2020,Los Angeles,Antelope Valley Hospital,106190034,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,55,53,1,1.89,1.85,1.62,0.04,9.05,Average,-118.16,34.69
2019-2020,Los Angeles,St. Mary Medical Center - Long Beach,106190053,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,97,93,0,0.00,1.89,0.00,0.00,3.34,Average,-118.19,33.78
2019-2020,Los Angeles,Beverly Hospital,106190081,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,31,28,1,3.57,1.16,4.89,0.12,27.25,Average,-118.10,34.02
2019-2020,Los Angeles,California Hospital Medical Center - Los Angeles,106190125,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,68,60,4,6.67,1.68,6.33,1.72,16.20,Worse,-118.27,34.04
2019-2020,Los Angeles,Centinela Hospital Medical Center,106190148,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,66,63,2,3.17,2.22,2.28,0.28,8.22,Average,-118.35,33.95
2019-2020,Los Angeles,Lakewood Regional Medical Center,106190240,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,180,158,2,1.27,1.95,1.03,0.13,3.74,Average,-118.15,33.86
2019-2020,Los Angeles,PIH Health Hospital - Downey,106190243,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,57,49,1,2.04,1.66,1.96,0.05,10.90,Average,-118.13,33.94
2019-2020,Los Angeles,Garfield Medical Center,106190315,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,205,175,3,1.71,1.74,1.57,0.32,4.60,Average,-118.12,34.07
2019-2020,Los Angeles,Adventist Health Glendale,106190323,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,236,210,5,2.38,1.40,2.71,0.88,6.33,Average,-118.23,34.15
2019-2020,Los Angeles,Hollywood Presbyterian Medical Center,106190382,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,83,79,2,2.53,1.44,2.80,0.34,10.12,Average,-118.29,34.1
2019-2020,Los Angeles,Providence Holy Cross Medical Center,106190385,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,120,106,1,0.94,1.83,0.82,0.02,4.58,Average,-118.46,34.28
2019-2020,Los Angeles,PIH Health Good Samaritan Hospital,106190392,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,211,185,1,0.54,1.76,0.49,0.01,2.73,Average,-118.27,34.05
2019-2020,Los Angeles,Huntington Memorial Hospital,106190400,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,267,210,1,0.48,1.15,0.66,0.02,3.69,Average,-118.15,34.14
2019-2020,Los Angeles,Emanate Health Inter-Community Hospital,106190413,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,331,284,4,1.41,1.66,1.35,0.37,3.46,Average,-117.89,34.09
2019-2020,Los Angeles,Torrance Memorial Medical Center,106190422,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,146,117,0,0.00,1.35,0.00,0.00,3.74,Average,-118.34,33.81
2019-2020,Los Angeles,Kaiser Foundation Hospital - Los Angeles,106190429,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,"1,699","1,365",11,0.81,1.46,0.88,0.44,1.58,Better,-118.30,34.1
2019-2020,Los Angeles,Providence Little Company of Mary Medical Center - Torrance,106190470,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,216,192,4,2.08,2.11,1.57,0.43,4.03,Average,-118.36,33.84
2019-2020,Los Angeles,Providence Cedars-Sinai Tarzana Medical Center,106190517,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,100,91,2,2.20,1.47,2.39,0.29,8.64,Average,-118.53,34.17
2019-2020,Los Angeles,Glendale Memorial Hospital and Health Center,106190522,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,136,121,1,0.83,1.53,0.86,0.02,4.81,Average,-118.26,34.13
2019-2020,Los Angeles,Memorialcare Long Beach Medical Center,106190525,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,291,248,6,2.42,1.72,2.24,0.82,4.87,Average,-118.19,33.81
2019-2020,Los Angeles,Methodist Hospital of Southern California,106190529,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,76,67,3,4.48,1.90,3.75,0.77,10.97,Average,-118.04,34.14
2019-2020,Los Angeles,Cedars Sinai Medical Center,106190555,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,494,382,8,2.09,1.42,2.35,1.02,4.64,Average,-118.38,34.08
2019-2020,Los Angeles,Northridge Hospital Medical Center,106190568,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,171,150,3,2.00,1.78,1.79,0.37,5.25,Average,-118.53,34.22
2019-2020,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,190,174,5,2.87,2.07,2.21,0.72,5.17,Average,-117.75,34.08
2019-2020,Los Angeles,PIH Health Hospital - Whittier,106190631,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,213,139,2,1.44,1.47,1.56,0.19,5.64,Average,-118.05,33.97
2019-2020,Los Angeles,St. Francis Medical Center,106190754,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,52,51,1,1.96,1.92,1.62,0.04,9.05,Average,-118.20,33.93
2019-2020,Los Angeles,St. John's Health Center,106190756,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,125,88,4,4.55,1.55,4.66,1.27,11.94,Average,-118.48,34.03
2019-2020,Los Angeles,Providence Saint Joseph Medical Center,106190758,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,79,72,1,1.39,1.27,1.75,0.04,9.74,Average,-118.33,34.16
2019-2020,Los Angeles,St. Vincent Medical Center,106190762,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,37,34,1,2.94,1.10,4.25,0.11,23.69,Average,-118.27,34.06
2019-2020,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,423,268,2,0.75,1.23,0.96,0.12,3.49,Average,-118.45,34.07
2019-2020,Los Angeles,Valley Presbyterian Hospital,106190812,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,68,64,3,4.69,2.32,3.23,0.67,9.43,Average,-118.46,34.19
2019-2020,Los Angeles,West Hills Hospital and Medical Center,106190859,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,115,87,4,4.60,1.92,3.83,1.04,9.80,Average,-118.63,34.2
2019-2020,Los Angeles,Adventist Health White Memorial,106190878,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,107,92,3,3.26,1.60,3.26,0.67,9.52,Average,-118.22,34.05
2019-2020,Los Angeles,Henry Mayo Newhall Hospital,106190949,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,94,83,0,0.00,2.22,0.00,0.00,3.20,Average,-118.55,34.4
2019-2020,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,106191227,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,107,94,2,2.13,1.68,2.02,0.24,7.30,Average,-118.29,33.83
2019-2020,Los Angeles,Los Angeles County/University of Southern California Medical Center,106191228,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,121,98,1,1.02,1.40,1.16,0.03,6.46,Average,-118.21,34.06
2019-2020,Los Angeles,Keck Hospital of University of Southern California,106194219,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,279,146,3,2.05,1.50,2.19,0.45,6.40,Average,-118.20,34.06
2019-2020,Marin,Marinhealth Medical Center,106211006,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,71,59,1,1.69,1.18,2.29,0.06,12.79,Average,-122.54,37.95
2019-2020,Monterey,Community Hospital of the Monterey Peninsula,106270744,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,212,168,5,2.98,1.70,2.78,0.90,6.50,Average,-121.92,36.6
2019-2020,Monterey,Salinas Valley Memorial Hospital,106270875,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,208,173,1,0.58,1.67,0.55,0.01,3.08,Average,-121.65,36.66
2019-2020,Napa,Providence Queen of the Valley Medical Center,106281047,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,67,61,0,0.00,1.92,0.00,0.00,5.01,Average,-122.30,38.32
2019-2020,Napa,Adventist Health St. Helena,106281078,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,214,129,2,1.55,1.82,1.36,0.16,4.91,Average,-122.47,38.54
2019-2020,Orange,Memorialcare Orange Coast Medical Center,106300225,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,201,170,6,3.53,1.50,3.75,1.38,8.16,Average,-117.96,33.7
2019-2020,Orange,AHMC Anaheim Regional Medical Center,106301098,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,233,196,3,1.53,1.42,1.72,0.35,5.03,Average,-117.93,33.85
2019-2020,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,106301175,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,174,164,1,0.61,1.70,0.57,0.01,3.19,Average,-117.94,33.72
2019-2020,Orange,Anaheim Global Medical Center,106301188,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,60,47,1,2.13,1.70,1.99,0.05,11.11,Average,-117.91,33.82
2019-2020,Orange,Hoag Memorial Hospital Presbyterian,106301205,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,489,365,4,1.10,1.38,1.27,0.34,3.24,Average,-117.93,33.63
2019-2020,Orange,Providence Mission Hospital,106301262,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,237,202,1,0.50,1.20,0.66,0.02,3.66,Average,-117.67,33.56
2019-2020,Orange,UC Irvine Medical Center,106301279,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,217,169,4,2.37,1.84,2.06,0.56,5.26,Average,-117.89,33.79
2019-2020,Orange,Memorialcare Saddleback Medical Center,106301317,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,119,108,1,0.93,1.34,1.10,0.03,6.12,Average,-117.71,33.61
2019-2020,Orange,Providence St. Joseph Hospital,106301340,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,275,225,4,1.78,1.43,1.98,0.54,5.06,Average,-117.87,33.78
2019-2020,Orange,Providence St. Jude Medical Center,106301342,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,202,165,2,1.21,1.71,1.13,0.14,4.09,Average,-117.93,33.89
2019-2020,Orange,West Anaheim Medical Center,106301379,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,43,43,0,0.00,2.36,0.00,0.00,5.79,Average,-117.99,33.82
2019-2020,Orange,Orange County Global Medical Center,106301566,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,86,75,0,0.00,1.78,0.00,0.00,4.40,Average,-117.83,33.75
2019-2020,Riverside,Desert Regional Medical Center,106331164,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,239,223,1,0.45,1.46,0.49,0.01,2.73,Average,-116.55,33.84
2019-2020,Riverside,Eisenhower Medical Center,106331168,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,278,221,0,0.00,1.60,0.00,0.00,1.67,Average,-116.41,33.76
2019-2020,Riverside,Riverside Community Hospital,106331312,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,346,272,3,1.10,1.69,1.04,0.21,3.04,Average,-117.38,33.98
2019-2020,Riverside,Temecula Valley Hospital,106334564,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,248,205,1,0.49,1.36,0.57,0.01,3.19,Average,-117.10,33.48
2019-2020,Riverside,Loma Linda University Medical Center - Murrieta,106334589,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,243,222,2,0.90,1.23,1.17,0.14,4.23,Average,-117.16,33.61
2019-2020,Sacramento,Mercy General Hospital,106340947,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,"1,269",945,20,2.12,1.70,1.99,1.21,3.07,Average,-121.45,38.57
2019-2020,Sacramento,Mercy San Juan Medical Center,106340950,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,272,166,3,1.81,1.62,1.78,0.37,5.21,Average,-121.31,38.67
2019-2020,Sacramento,UC Davis Medical Center,106341006,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,181,138,4,2.90,1.44,3.20,0.87,8.19,Average,-121.46,38.55
2019-2020,Sacramento,"Sutter Medical Center, Sacramento",106341051,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,897,652,10,1.53,1.59,1.54,0.74,2.83,Average,-121.44,38.57
2019-2020,San Bernardino,Kaiser Foundation Hospital - Fontana,106361223,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,572,461,3,0.65,1.40,0.74,0.15,2.17,Average,-117.44,34.07
2019-2020,San Bernardino,Loma Linda University Medical Center,106361246,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,611,489,7,1.43,1.80,1.27,0.51,2.62,Average,-117.26,34.05
2019-2020,San Bernardino,San Antonio Regional Hospital,106361318,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,322,250,7,2.80,1.76,2.53,1.02,5.22,Average,-117.64,34.1
2019-2020,San Bernardino,St. Bernardine Medical Center,106361339,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,451,391,7,1.79,1.59,1.80,0.72,3.71,Average,-117.28,34.13
2019-2020,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,95,89,0,0.00,1.55,0.00,0.00,4.26,Average,-117.27,34.54
2019-2020,San Bernardino,Desert Valley Hospital,106364144,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,34,31,1,3.23,2.20,2.34,0.06,13.05,Average,-117.30,34.47
2019-2020,San Diego,Alvarado Hospital Medical Center,106370652,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,18,17,0,0.00,1.34,0.00,0.00,25.76,Average,-117.06,32.78
2019-2020,San Diego,Sharp Memorial Hospital,106370694,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,238,139,2,1.44,1.40,1.64,0.20,5.91,Average,-117.16,32.8
2019-2020,San Diego,Grossmont Hospital,106370714,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,159,135,7,5.19,1.83,4.52,1.82,9.32,Worse,-117.01,32.78
2019-2020,San Diego,Scripps Mercy Hospital,106370744,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,168,136,1,0.74,1.38,0.85,0.02,4.72,Average,-117.16,32.75
2019-2020,San Diego,Palomar Health Downtown Campus,106370755,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,168,151,3,1.99,1.58,2.00,0.41,5.84,Average,-117.08,33.13
2019-2020,San Diego,Scripps Memorial Hospital - La Jolla,106370771,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,855,685,8,1.17,1.44,1.29,0.56,2.54,Average,-117.22,32.89
2019-2020,San Diego,Tri-City Medical Center - Oceanside,106370780,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,106,86,1,1.16,1.23,1.50,0.04,8.38,Average,-117.29,33.18
2019-2020,San Diego,Sharp Chula Vista Medical Center,106370875,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,148,135,5,3.70,1.55,3.81,1.24,8.88,Average,-117.02,32.62
2019-2020,San Diego,UCSD Health La Jolla - Jacobs Medical Center & Sulpizio Cardiovascular Center,106374141,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,399,281,2,0.71,1.41,0.80,0.10,2.91,Average,-117.23,32.88
2019-2020,San Francisco,Kaiser Foundation Hospital - San Francisco,106380857,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,938,760,12,1.58,1.31,1.92,0.99,3.35,Average,-122.44,37.78
2019-2020,San Francisco,St. Mary'S Medical Center,106380965,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,7,7,0,0.00,1.01,0.00,0.00,83.62,Average,-122.45,37.77
2019-2020,San Francisco,UC San Francisco Medical Center,106381154,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,212,158,4,2.53,1.36,2.96,0.81,7.59,Average,-122.46,37.76
2019-2020,San Francisco,California Pacific Medical Center - Van Ness Campus,106384176,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,162,137,2,1.46,1.51,1.55,0.19,5.58,Average,-122.42,37.79
2019-2020,San Joaquin,Dameron Hospital,106390846,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,87,81,3,3.70,1.41,4.18,0.86,12.20,Average,-121.30,37.96
2019-2020,San Joaquin,St. Joseph's Medical Center of Stockton,106391042,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,523,447,6,1.34,2.13,1.01,0.37,2.19,Average,-121.29,37.97
2019-2020,San Luis Obispo,French Hospital Medical Center,106400480,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,181,144,1,0.69,1.37,0.81,0.02,4.49,Average,-120.65,35.28
2019-2020,San Mateo,AHMC Seton Medical Center,106410817,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,106,98,8,8.16,2.24,5.80,2.50,11.43,Worse,-122.47,37.68
2019-2020,San Mateo,Mills-Peninsula Medical Center,106410852,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,132,109,1,0.92,1.38,1.06,0.03,5.89,Average,-122.38,37.59
2019-2020,San Mateo,Sequoia Hospital,106410891,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,125,84,3,3.57,1.60,3.56,0.73,10.39,Average,-122.25,37.48
2019-2020,Santa Barbara,Marian Regional Medical Center,106420493,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,153,133,3,2.26,1.39,2.59,0.53,7.57,Average,-120.41,34.95
2019-2020,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,188,161,5,3.11,1.47,3.36,1.09,7.84,Average,-119.72,34.43
2019-2020,Santa Clara,Regional Medical Center of San Jose,106430705,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,135,121,2,1.65,2.19,1.21,0.15,4.35,Average,-121.85,37.36
2019-2020,Santa Clara,El Camino Hospital,106430763,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,220,165,0,0.00,1.72,0.00,0.00,2.07,Average,-122.08,37.37
2019-2020,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,176,129,1,0.78,1.64,0.75,0.02,4.19,Average,-121.94,37.25
2019-2020,Santa Clara,O'Connor Hospital,106430837,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,92,78,1,1.28,2.03,1.01,0.03,5.62,Average,-121.94,37.33
2019-2020,Santa Clara,Santa Clara Valley Medical Center,106430883,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,139,113,2,1.77,1.52,1.86,0.23,6.71,Average,-121.93,37.31
2019-2020,Santa Clara,Stanford Health Care,106430905,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,455,315,3,0.95,1.68,0.90,0.19,2.64,Average,-122.18,37.43
2019-2020,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,937,777,11,1.42,1.43,1.58,0.79,2.82,Average,-122.00,37.33
2019-2020,Santa Cruz,Dominican Hospital,106440755,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,170,117,3,2.56,1.37,2.98,0.61,8.71,Average,-121.98,36.99
2019-2020,Shasta,Shasta Regional Medical Center,106450940,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,215,168,2,1.19,1.44,1.32,0.16,4.78,Average,-122.39,40.59
2019-2020,Shasta,Mercy Medical Center - Redding,106450949,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,130,116,1,0.86,1.86,0.74,0.02,4.13,Average,-122.40,40.57
2019-2020,Solano,North Bay Medical Center,106481357,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,138,128,5,3.91,1.74,3.58,1.16,8.35,Average,-122.05,38.26
2019-2020,Sonoma,Providence Santa Rosa Memorial Hospital - Montgomery,106491064,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,143,118,0,0.00,1.49,0.00,0.00,3.35,Average,-122.70,38.44
2019-2020,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,66,49,1,2.04,1.59,2.05,0.05,11.42,Average,-122.71,38.47
2019-2020,Stanislaus,Doctors Medical Center,106500852,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,643,534,11,2.06,1.91,1.72,0.86,3.07,Average,-121.20,37.8
2019-2020,Stanislaus,Memorial Medical Center - Modesto,106500939,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,324,261,2,0.77,1.58,0.78,0.09,2.80,Average,-120.98,37.67
2019-2020,Tulare,Kaweah Health Medical Center,106540734,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,450,378,5,1.32,1.59,1.32,0.43,3.09,Average,-119.29,36.33
2019-2020,Ventura,Community Memorial Hospital - San Buenaventura,106560473,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,171,160,2,1.25,1.34,1.49,0.18,5.39,Average,-119.26,34.27
2019-2020,Ventura,Los Robles Hospital and Medical Center,106560492,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,152,131,5,3.82,1.54,3.96,1.29,9.24,Average,-118.89,34.21
2019-2020,Ventura,St. John's Regional Medical Center,106560529,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,100,89,2,2.25,1.91,1.88,0.23,6.80,Average,-119.16,34.22
2019-2020,Yuba,Adventist Health and Rideout,106580996,Isolated CABG Post-Operative Stroke,"29,877","24,201",386,1.59,148,129,6,4.65,1.99,3.73,1.37,8.11,Average,-121.59,39.14
2019-2020,Alameda,Alta Bates Summit Medical Center,106010937,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,330,224,20,8.93,12.87,8.16,4.99,12.61,Average,-122.26,37.82
2019-2020,Alameda,Washington Hospital - Fremont,106010987,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,178,125,16,12.80,10.77,13.99,8.00,22.73,Average,-121.98,37.56
2019-2020,Alameda,Stanford Health Care - Valleycare,106014050,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,92,71,4,5.63,10.92,6.07,1.66,15.55,Average,-121.88,37.69
2019-2020,Butte,Enloe Medical Center - Esplanade,106040962,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,276,194,28,14.43,12.27,13.85,9.20,20.01,Average,-121.85,39.74
2019-2020,Contra  Costa,John Muir Medical Center - Concord Campus,106071018,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,441,318,29,9.12,12.14,8.84,5.92,12.70,Average,-122.04,37.99
2019-2020,Contra  Costa,San Ramon Regional Medical Center,106074017,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,60,43,4,9.30,9.61,11.39,3.10,29.17,Average,-121.96,37.78
2019-2020,Fresno,Community Regional Medical Center - Fresno,106100717,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,214,170,36,21.18,13.68,18.22,12.76,25.22,Worse,-119.78,36.74
2019-2020,Fresno,Saint Agnes Medical Center,106100899,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,466,293,40,13.65,11.66,13.79,9.85,18.77,Average,-119.76,36.84
2019-2020,Fresno,Fresno Heart and Surgical Hospital,106105029,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,713,570,52,9.12,12.76,8.42,6.29,11.04,Better,-119.79,36.86
2019-2020,Humboldt,Providence St. Joseph Hospital - Eureka,106121080,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,53,42,2,4.76,11.54,4.86,0.59,17.54,Average,-124.14,40.78
2019-2020,Kern,Bakersfield Memorial Hospital,106150722,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,174,125,22,17.60,11.83,17.52,10.98,26.52,Average,-119.01,35.39
2019-2020,Kern,Adventist Health Bakersfield,106150788,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,100,77,11,14.29,12.15,13.84,6.91,24.77,Average,-119.02,35.38
2019-2020,Kern,Bakersfield Heart Hospital,106154101,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,179,137,22,16.06,11.93,15.85,9.93,24.00,Average,-119.04,35.39
2019-2020,Los Angeles,Antelope Valley Hospital,106190034,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,55,40,3,7.50,11.01,8.02,1.65,23.44,Average,-118.16,34.69
2019-2020,Los Angeles,St. Mary Medical Center - Long Beach,106190053,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,97,74,15,20.27,13.51,17.66,9.88,29.13,Average,-118.19,33.78
2019-2020,Los Angeles,Beverly Hospital,106190081,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,31,22,4,18.18,12.52,17.10,4.66,43.78,Average,-118.10,34.02
2019-2020,Los Angeles,California Hospital Medical Center - Los Angeles,106190125,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,68,46,9,19.57,12.47,18.47,8.45,35.07,Average,-118.27,34.04
2019-2020,Los Angeles,Centinela Hospital Medical Center,106190148,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,66,51,15,29.41,14.17,24.44,13.68,40.31,Worse,-118.35,33.95
2019-2020,Los Angeles,Lakewood Regional Medical Center,106190240,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,180,126,14,11.11,13.19,9.92,5.42,16.64,Average,-118.15,33.86
2019-2020,Los Angeles,PIH Health Hospital - Downey,106190243,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,57,45,9,20.00,12.70,18.54,8.48,35.19,Average,-118.13,33.94
2019-2020,Los Angeles,Garfield Medical Center,106190315,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,205,101,8,7.92,11.16,8.36,3.61,16.47,Average,-118.12,34.07
2019-2020,Los Angeles,Adventist Health Glendale,106190323,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,236,143,19,13.29,11.11,14.07,8.47,21.98,Average,-118.23,34.15
2019-2020,Los Angeles,Hollywood Presbyterian Medical Center,106190382,Isolated CABG 30-Day Readmission,"29,877","20,346","2,395",11.77,83,48,11,22.92,11.38,23.71,11.84,42.42,Worse,-118.29,34.1
